ResponseId,Age,EdLevel,Employment,WorkExp,LearnCodeAI,DevType,OrgSize,RemoteWork,Industry,Country,Language,Database,Salary,EDU,WE,SS Index
2836,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Fintech,United States of America,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Dynamodb;MySQL;Oracle,100000,1,0.973684211,97368.42105
2838,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL,Cassandra;Elasticsearch;H2;MySQL;Redis;Snowflake,250000,1,0.657894737,164473.6842
2841,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, embedded applications or devices",100 to 499 employees,In-person,Software Development,United States of America,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;Python;Zig,NA,115000,1,0.842105263,96842.10526
2843,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,Remote,Software Development,Canada,Go;Groovy;HTML/CSS;Kotlin;Ruby;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Redis;Snowflake;SQLite,204283,1,0.552631579,112893.2368
2853,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Hungary,Bash/Shell (all shells);C#;HTML/CSS;Java;PowerShell;Python;SQL,NA,36435,1,0.5,18217.5
2854,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I didn't spend time learning in the past year","Developer, back-end","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United States of America,Bash/Shell (all shells);OCaml;Rust,NA,250000,1,0.921052632,230263.1579
2863,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Canada,C#,SQLite,102142,1,0.5,51071
2865,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Government,Brazil,HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL,13034,1,0.5,6517
2872,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,20,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Support engineer or analyst,100 to 499 employees,In-person,Retail and Consumer Services,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;VBA,Microsoft Access;Microsoft SQL Server;MySQL,43097,1.15,0.5,24780.775
2890,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Poland,Bash/Shell (all shells);HTML/CSS;Java;PowerShell;SQL,PostgreSQL,44210,1,0.5,22105
2892,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,JavaScript;Python;TypeScript,Firebase Realtime Database;IBM DB2;PostgreSQL;SQLite,104015,0.9,0.5,46806.75
2896,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Data engineer,100 to 499 employees,Remote,Software Development,United States of America,Bash/Shell (all shells);JavaScript;Python;SQL,BigQuery;Databricks SQL;Microsoft SQL Server;Snowflake,165000,1,0.868421053,143289.4737
2900,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, mobile","1,000 to 4,999 employees",Remote,Fintech,France,Kotlin;Python;SQL,NA,87011,0.9,0.815789474,63884.39211
2907,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL,59902,0.9,0.894736842,48236.87368
2916,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,Bash/Shell (all shells);COBOL;Java;Kotlin;Python;SQL,PostgreSQL,55687,1,0.894736842,49825.21053
2917,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,8,"No, I didn't spend time learning in the past year","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Other:,Netherlands,C;C#;C++;GDScript;Kotlin;PowerShell;Python;Visual Basic (.Net),NA,63808,1.15,0.815789474,59861.97895
2924,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,13,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,Remote,Other:,Netherlands,Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;JavaScript;OCaml;PHP;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite,139218,1.25,0.684210526,119068.0263
2928,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Higher Education,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MongoDB,125000,1,0.578947368,72368.42105
2932,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,35,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, front-end","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,United States of America,Python;Swift,NA,180000,1,0.5,90000
2934,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,17,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees",Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;MySQL;PostgreSQL;Redis;SQLite,189000,1.25,0.578947368,136776.3158
2940,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,Remote,Healthcare,Mexico,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,133000,0.9,0.605263158,72450
2945,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, front-end",100 to 499 employees,Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Databricks SQL;MySQL;PostgreSQL,162500,1,0.868421053,141118.4211
2947,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Product manager,100 to 499 employees,Remote,Software Development,New Zealand,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;Swift,Dynamodb;Snowflake;SQLite,105412,0.9,0.5,47435.4
2949,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",DevOps engineer or professional,"1,000 to 4,999 employees",Remote,Healthcare,United States of America,C#;F#;HTML/CSS;JavaScript;PowerShell;SQL,Cosmos DB;MariaDB;Microsoft SQL Server;SQLite,171000,1.15,0.894736842,175950
2950,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,15,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, front-end",100 to 499 employees,In-person,Fintech,Australia,HTML/CSS;JavaScript;TypeScript,NA,100765,1.15,0.631578947,73187.21053
2951,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,New Zealand,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;Redis;SQLite;Supabase,89751,1,0.5,44875.5
2958,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, front-end","1,000 to 4,999 employees",Remote,Banking/Financial Services,Brazil,HTML/CSS;JavaScript;TypeScript,Neo4J;PostgreSQL;SQLite,30582,1,0.631578947,19314.94737
2963,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25,"No, I didn't spend time learning in the past year","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,Australia,Bash/Shell (all shells);C#;Delphi;Groovy,NA,123518,0.9,0.5,55583.1
2966,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"No, I didn't spend time learning in the past year","Developer, back-end",100 to 499 employees,In-person,Other:,Brazil,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL;PostgreSQL,17476,1,0.631578947,11037.47368
2968,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9,"No, I didn't spend time learning in the past year","Developer, desktop or enterprise applications",100 to 499 employees,Remote,Other:,New Zealand,Bash/Shell (all shells);C++;Lua;Python,NA,89751,0.9,0.789473684,63770.44737
2969,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Financial analyst or engineer,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Fintech,Mexico,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,BigQuery;MySQL;PostgreSQL,52639,0.9,0.736842105,34907.96842
2971,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Switzerland,C#;JavaScript;TypeScript,Microsoft SQL Server;PostgreSQL,142592,1,0.631578947,90058.10526
2974,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions",100 to 499 employees,In-person,Healthcare,Australia,Go;HTML/CSS;JavaScript;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Redis,61759,1.25,0.947368421,73135.65789
2977,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,"No, I didn't spend time learning in the past year","Developer, back-end","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Fintech,United States of America,Elixir;Go;Java;JavaScript;Kotlin;Lua;Python;Rust;SQL;TypeScript;Zig,Dynamodb;Microsoft SQL Server;PostgreSQL;Redis,150000,1,0.894736842,134210.5263
2979,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Architect, software or solutions","10,000 or more employees",In-person,Other:,United States of America,C++;MATLAB,NA,320000,0.9,0.5,144000
2981,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Energy,United States of America,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,130000,1,0.894736842,116315.7895
2985,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","5,000 to 9,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;Python;Ruby;Scala;TypeScript,Databricks SQL;MongoDB,200000,1,0.710526316,142105.2632
2987,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, back-end","5,000 to 9,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,Mexico,Bash/Shell (all shells);Java;Scala,IBM DB2;MariaDB;MySQL,28741,1,0.947368421,27228.31579
2988,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,27,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",AI/ML engineer,100 to 499 employees,In-person,Software Development,United States of America,Bash/Shell (all shells);C++;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL;SQLite,200000,0.8,0.5,80000
2989,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications",100 to 499 employees,In-person,Software Development,Hungary,Bash/Shell (all shells);C#;C++;PowerShell;Python;SQL;Swift,Databricks SQL,72870,0.9,0.842105263,55227.78947
